yyyyq,dsr,dsr_demean,mdsr,cdsr,f,f_demean,Rfree,Index,D12,E12,SP500,dp,dy,ep,cay_ll,cay_goyal,ERP,ERP4,ERP8,ERP12,ERP16,ERP24,ERP50,sp1,sp4,sp8,sp12,sp16,sp24,sp50,ik,b/m,tbl,AAA,BAA,lty,ntis,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,D3,E3,y
19832,0.104172,-0.009481311,0.048697,0.055475,0.1547753,-0.010106839,0.021975,168.11,6.94,12.59,0.144416841,0.041282494,0.045371339,0.07489144,0.01104694,0.022853974,0.122441841,0.031911236,0.04432404,0.062706878,0.066041993,0.051445437,0.048650441,0.144416841,0.054604986,0.067177165,0.083715211,0.085320118,0.069936062,0.064237441,0.032499112,0.721382042,0.0879,0.1174,0.1337,0.1119,0.015826551,0.01325178,-0.001070309,0.015929607,0.00390755,-0.000827812,0.109144549,0.097449507,NaN,3.47,21006
19833,0.1042104,-0.009442911,0.0487279,0.0554825,0.1545391,-0.010343039,0.0225,166.07,7,13.3,0.029504491,0.0421509,0.041639403,0.08008671,0.021589662,0.035480823,0.007004491,-0.002810555,0.039944743,0.058200014,0.061964359,0.050215743,0.047495228,0.029504491,0.020558195,0.062222868,0.078670847,0.080754984,0.068639701,0.062899728,0.033710554,0.714847583,0.09,0.1237,0.1355,0.1157,0.023142101,0.01006036,0.001444591,-0.003024826,0.004719163,-0.001828432,-0.001941162,-0.01251045,NaN,3.76,21270
19834,0.1047253,-0.008928011,0.0489228,0.0558025,0.154899,-0.009983139,0.0225,164.93,7.09,14.03,0.035828265,0.042987934,0.04269284,0.085066392,0.024748651,0.031324186,0.013328265,0.022088029,0.035592939,0.052780159,0.065972713,0.054599122,0.048525157,0.035828265,0.046313029,0.057277314,0.072461409,0.084357088,0.072892872,0.063727657,0.035578786,0.700359118,0.09,0.1257,0.1375,0.1197,0.02702048,0.00996016,-0.001070225,0.008326007,0.002479747,-0.001693727,0.004616491,-0.006307139,NaN,3.87,21678
19841,0.1052199,-0.008433411,0.0491577,0.0560623,0.1548861,-0.009996039,0.0238,159.18,7.18,15.26,0.008670345,0.045106169,0.04353362,0.095866315,0.02156524,0.023745154,-0.015129655,0.02676783,0.057177729,0.057408994,0.051432461,0.055074849,0.04922485,0.008670345,0.05040533,0.078268354,0.076367327,0.069312148,0.073225891,0.06423185,0.036355053,0.762475427,0.0952,0.1257,0.1399,0.1253,0.02406674,0.0147929,-0.009530505,-0.014383787,0.004168673,-0.002007952,-0.021158075,-0.031840807,NaN,4.16,22078
19842,0.1065104,-0.007142911,0.0495431,0.0569674,0.1560401,-0.008842039,0.024675,153.18,7.31,16.2,0.008229677,0.047721635,0.045922855,0.105757932,0.024968669,0.025248627,-0.016445323,0.056736844,0.078104699,0.077418912,0.056738775,0.054630024,0.050207587,0.008229677,0.079749344,0.098270324,0.095558496,0.074021587,0.072612316,0.064993087,0.037739182,0.784351819,0.0987,0.1355,0.1505,0.1374,0.001264016,0.00777454,-0.047481573,-0.036446834,0.003644332,-0.001879243,-0.024844675,-0.03693936,NaN,4.41,22400
19843,0.1075671,-0.006086211,0.0498977,0.0576694,0.1574692,-0.007412939,0.025925,166.1,7.38,16.56,0.132523828,0.044431066,0.048178613,0.099698977,0.020790556,0.024888938,0.106598828,0.082700041,0.088705298,0.083555998,0.062512572,0.058155288,0.052279325,0.132523828,0.103887541,0.107727173,0.100820581,0.079262572,0.075914663,0.066816825,0.038499551,0.736050915,0.1037,0.1266,0.1435,0.1235,-0.009492547,0.0096432,0.135286204,0.125359529,0.004935706,-0.00140754,0.097055075,0.084874714,NaN,4.12,22652
19844,0.109153,-0.004500311,0.0505996,0.0585534,0.1598317,-0.005050439,0.02015,167.24,7.53,16.64,0.052197471,0.045025114,0.045334136,0.099497728,0.022674969,0.023564489,0.032047471,0.049097848,0.068126223,0.080600942,0.056517342,0.048275477,0.050739229,0.052197471,0.068241598,0.085535598,0.097038442,0.072778279,0.065721311,0.065015229,0.038910092,0.733098377,0.0806,0.1213,0.134,0.117,-0.027196787,0.00764088,0.078285894,0.093431682,0.003502199,-0.001127664,0.018846012,0.006783866,NaN,3.95,22784
19851,0.1125398,-0.001113511,0.0523559,0.0601839,0.1641786,-0.000703539,0.0213,180.66,7.66,16.39,0.1260464,0.042400089,0.04580244,0.090722905,0.037246283,0.032886343,0.1047464,0.087587628,0.072729576,0.059654004,0.056825391,0.05117464,0.053634007,0.1260464,0.106131378,0.089348326,0.075614421,0.073087891,0.068482973,0.067753507,0.038813206,0.723645779,0.0852,0.1256,0.1369,0.1181,-0.024815769,0.01232228,0.015554358,0.011780131,0.003183417,-0.00187506,0.091428322,0.07997165,NaN,3.91,22687
19852,0.1134335,-0.000219811,0.052963,0.0604705,0.1652202,0.000338061,0.017375,191.85,7.74,15.61,0.104782464,0.040344019,0.042842909,0.08136565,0.026588275,0.035442251,0.087407464,0.099472554,0.087759946,0.056739418,0.055006136,0.053400636,0.053042037,0.104782464,0.116791304,0.103463071,0.072112335,0.071315511,0.070437094,0.066983037,0.038831317,0.686430144,0.0695,0.1094,0.124,0.1055,-0.026607514,0.00655431,0.13181507,0.123273626,0.002035282,-0.002195965,0.075813291,0.064712095,NaN,3.63,23075
19853,0.1163049,0.002651589,0.0542422,0.0620627,0.16936,0.004477861,0.01775,182.08,7.84,15.23,-0.010059943,0.043057996,0.040865259,0.083644552,0.043802787,0.040200419,-0.027809943,0.094710556,0.083983976,0.055783416,0.055351243,0.050076812,0.051851697,-0.010059943,0.111566806,0.099287101,0.07105425,0.071848118,0.06696952,0.065703197,0.037715106,0.68995883,0.071,0.1107,0.1248,0.1082,-0.031294354,0.0055814,0.005318189,0.020781856,0.002214186,-0.002121274,-0.042695587,-0.052623919,NaN,3.74,22938
19854,0.117513,0.003859689,0.0549453,0.0625677,0.171035,0.006152861,0.01775,211.28,7.9,14.61,0.203756591,0.03739114,0.043387522,0.069149943,0.028514605,0.034847701,0.186006591,0.087154599,0.096352488,0.058990506,0.064102214,0.053945123,0.055185156,0.203756591,0.102829599,0.111436863,0.074290506,0.080700652,0.070641998,0.068933156,0.037882163,0.592692688,0.071,0.1016,0.1158,0.0956,-0.019465082,0.01295097,0.133426696,0.121352701,0.003084931,-0.001721356,0.174151263,0.162344085,NaN,3.33,23144
19861,0.1177287,0.004075389,0.0552055,0.0625232,0.1711278,0.006245661,0.0164,238.9,8.02,14.52,0.168686104,0.033570532,0.037959106,0.060778568,0.021986745,0.030227051,0.152286104,0.057871524,0.045687192,0.046571312,0.054023409,0.050221594,0.052088092,0.168686104,0.072565274,0.060355942,0.062073396,0.070704659,0.066602844,0.065730092,0.036889428,0.519627628,0.0656,0.09,0.105,0.0766,-0.016419622,-0.00365297,0.197315709,0.107687383,0.004383206,-0.001918316,0.141978522,0.13203455,NaN,3.82,23386
19862,0.1184141,0.004760789,0.0555666,0.0628476,0.1722601,0.007377961,0.015525,250.84,8.1,14.71,0.08388447,0.032291501,0.0339054,0.05864296,0.015924339,0.023383277,0.06835947,0.076047339,0.03537285,0.040183997,0.042892686,0.043347616,0.047035958,0.08388447,0.090134839,0.04977285,0.056156914,0.059783311,0.059466366,0.060580458,0.0355407,0.499281457,0.0621,0.0913,0.1034,0.079,-0.012296128,0.00274977,-0.000357285,0.006650548,0.005425483,-0.002562187,0.057638143,0.048765109,NaN,3.82,23647
19863,0.1194053,0.005751989,0.0560959,0.0633095,0.1736466,0.008764461,0.013025,231.32,8.23,14.85,-0.045008771,0.03557842,0.032809759,0.064196784,0.026121278,0.021369119,-0.058033771,0.073257396,0.036319847,0.042231472,0.042880283,0.041848962,0.049941259,-0.045008771,0.087007396,0.050797972,0.058608555,0.060008408,0.057702087,0.063394759,0.034654069,0.534629267,0.0521,0.0889,0.102,0.0827,-0.005141773,0.00548446,-0.013366974,0.018935438,0.007883862,-0.00237943,-0.071697389,-0.079686961,NaN,3.88,23756
19864,0.1208309,0.007177589,0.0570871,0.0637438,0.175697,0.010814861,0.013825,242.17,8.28,14.48,0.082699291,0.034190858,0.03579457,0.059792708,0.019776449,0.019349407,0.068874291,0.105550378,0.04490846,0.056418086,0.038350104,0.046214977,0.05207727,0.082699291,0.120044128,0.06002096,0.073324336,0.055814167,0.061828519,0.06549227,0.034671721,0.498430866,0.0553,0.0849,0.0997,0.0789,-0.011379026,0.00727273,0.054470161,0.054839262,0.003983814,-0.002240325,0.053028801,0.042166321,NaN,2.96,23741
19871,0.119483,0.005829689,0.0571333,0.0623497,0.1741907,0.009308561,0.013975,291.7,8.34,15.1,0.238964364,0.028591018,0.034438618,0.051765513,0.005895175,0.021215016,0.224989364,0.03350286,0.040921207,0.052740704,0.040397172,0.046030582,0.052069424,0.238964364,0.04814661,0.056827457,0.070084454,0.058050297,0.061403498,0.065436424,0.033401611,0.428040214,0.0559,0.0836,0.0961,0.0795,-0.002219952,0.01263538,0.013508478,0.01858581,0.005861652,-0.002037288,0.213753857,0.204671226,NaN,4.44,23890
19872,0.1208986,0.007245289,0.0583425,0.0625561,0.1763343,0.011452161,0.014175,304,8.52,14.42,0.0713747,0.028026316,0.029208091,0.047434211,0.0229474,0.024181724,0.0571997,-0.005301638,0.022252326,0.031841135,0.036220981,0.039068432,0.046266802,0.0713747,0.009410862,0.039167951,0.049666135,0.053924106,0.054166349,0.059588302,0.033916509,0.407892397,0.0567,0.0932,0.1052,0.0877,0.005202462,0.01158645,-0.048064923,-0.040493614,0.007753435,-0.001750249,0.050140459,0.041418707,NaN,3.14,23608
19873,0.1195965,0.005943189,0.0579929,0.0616036,0.174483,0.009600861,0.016,321.83,8.66,15.86,0.087138158,0.026908616,0.028486842,0.049280676,0.019758486,0.02329276,0.071138158,-0.000617703,0.026718509,0.032754579,0.03312323,0.037415127,0.048031568,0.087138158,0.014588547,0.044409134,0.051008746,0.05081073,0.052242211,0.061329568,0.034699583,0.379966722,0.064,0.1018,0.1131,0.0992,0.006350332,0.01057269,-0.069651468,-0.060695836,0.005129131,-0.002827205,0.066965908,0.0588948,NaN,5.32,23978
19874,0.1182585,0.004605189,0.0574247,0.0608338,0.1727059,0.007823761,0.014425,247.08,8.81,17.5,-0.204890781,0.035656468,0.027374701,0.070827262,0.019303824,0.022309996,-0.219315781,-0.015733458,0.03185194,0.015950013,0.032741441,0.036078504,0.0469517,-0.204890781,-2.21E-06,0.04996444,0.034404179,0.050244566,0.050546212,0.0602142,0.034289296,0.508812016,0.0577,0.1011,0.1129,0.092,0.013274756,0.00784656,0.083823313,0.086387026,0.084582815,-0.00270069,-0.226777234,-0.234885346,NaN,4.6,24239
19881,0.1177474,0.004094089,0.0574472,0.0603002,0.1717782,0.006896061,0.01425,258.89,8.95,18.59,0.08402137,0.034570667,0.036223086,0.071806559,0.023192598,0.024236339,0.06977137,0.048339553,0.062359626,0.042695275,0.052488795,0.046722809,0.050689438,0.08402137,0.065508303,0.081053376,0.061351525,0.069726295,0.060908225,0.063947938,0.03423167,0.507529954,0.057,0.0939,0.1057,0.0901,0.00608003,0.00778547,0.039231428,0.046168647,0.012784124,-0.002572201,0.058492887,0.047178567,2.25,5.53,24543
19882,0.1175859,0.003932589,0.0577797,0.0598062,0.1711436,0.006261461,0.01615,273.5,9.23,21.67,0.092085442,0.033747715,0.035652208,0.079232176,0.017323549,0.024202337,0.075935442,0.04980629,0.050412522,0.050061854,0.047334999,0.042739147,0.048969949,0.092085442,0.06892504,0.069793772,0.068761854,0.064313124,0.056695397,0.062243449,0.034754651,0.471118872,0.0646,0.0986,0.11,0.0917,-0.005397921,0.01287554,0.009805046,0.016607409,0.008376658,-0.002646697,0.067175612,0.057274691,2.54,6.22,24744
19883,0.1171373,0.003483989,0.058028,0.0591093,0.1703012,0.005419061,0.0181,271.91,9.46,22.73,0.028775137,0.034790923,0.034588665,0.083593836,0.020831536,0.031554031,0.010675137,0.054054722,0.04944072,0.044370207,0.04461352,0.040203884,0.045771034,0.028775137,0.074229722,0.069218845,0.062884791,0.061154145,0.053918467,0.059010034,0.034597967,0.477540454,0.0724,0.0982,0.109,0.0917,-0.010001514,0.01271186,0.022811598,0.026652286,0.0044937,-0.002608375,0.004364986,-0.006101427,2.46,6.38,24917
19884,0.1159006,0.002247289,0.0573692,0.0585314,0.168798,0.003915861,0.020175,277.72,9.73,23.75,0.057151263,0.035035287,0.035783899,0.085517788,0.022055744,0.031152505,0.036976263,0.079437338,0.031791748,0.04889974,0.046868235,0.042219929,0.043155478,0.057151263,0.099931088,0.051607373,0.06699349,0.062732298,0.055661596,0.056253478,0.034627534,0.465283574,0.0807,0.0957,0.1065,0.0918,-0.021405748,0.01004184,0.02171288,0.013877391,0.003607632,-0.002291317,0.030928398,0.018327827,2.48,5.62,25095
19891,0.1157907,0.002137389,0.0576044,0.0581863,0.1681163,0.003234161,0.02205,294.87,9.98,24.96,0.097688319,0.033845423,0.035935475,0.084647472,0.020487801,0.028610573,0.075638319,0.076379699,0.039873137,0.053871876,0.048585269,0.040972997,0.043616579,0.097688319,0.096598449,0.059273137,0.071132293,0.063691519,0.054157372,0.056485579,0.034878418,0.468691414,0.0882,0.098,0.1067,0.0929,-0.023102134,0.01242751,0.014261477,0.013484472,0.003427106,-0.002380447,0.069547541,0.059638796,2.5,6.74,25354
19892,0.117468,0.003814689,0.0586707,0.0587973,0.1699903,0.005108161,0.020375,317.98,10.3,25.22,0.113304168,0.032391974,0.034930647,0.079313164,0.024860765,0.032399039,0.092929168,0.051018754,0.050189636,0.046511236,0.047476485,0.042179853,0.039231903,0.113304168,0.070662504,0.068680261,0.062775819,0.061665547,0.055042353,0.051791903,0.035029005,0.440562937,0.0815,0.091,0.1003,0.0821,-0.023936641,0.01554828,0.114752658,0.101877557,0.003458204,-0.002694326,0.088706921,0.078487245,2.86,6.48,25222
19893,0.1180972,0.004443889,0.0595675,0.0585297,0.1707608,0.005878661,0.019375,349.15,10.67,23.69,0.131580603,0.030559931,0.03355557,0.067850494,0.022316434,0.030340008,0.112205603,0.044826719,0.03952795,0.041466453,0.042763436,0.042515396,0.039649763,0.131580603,0.064207969,0.057212325,0.05679562,0.056158749,0.055098729,0.051886763,0.035677472,0.39920975,0.0775,0.0901,0.0991,0.0847,-0.025736589,0.00564061,-0.000821581,0.005214699,0.002949486,-0.002756619,0.1072426,0.097767219,2.83,4.85,25325
19894,0.1176705,0.004017189,0.0599268,0.0577437,0.1703853,0.005503161,0.019075,353.4,11.05,22.87,0.043820707,0.031267685,0.031648289,0.064714205,0.017036733,0.031279071,0.024745707,-0.015853842,0.033630942,0.036011868,0.038191786,0.041362367,0.037578153,0.043820707,0.003283658,0.050524692,0.050332701,0.050837098,0.053688408,0.049517153,0.034781411,0.390454744,0.0763,0.0886,0.0982,0.0816,-0.012323107,0.01201923,0.045368023,0.035414076,0.00740421,-0.002928834,0.018936594,0.010350074,2.86,4.8,25459
19901,0.1166461,0.002992789,0.0602152,0.0564309,0.1692335,0.004351361,0.01975,339.94,11.32,21.67,-0.006055461,0.033299994,0.032031692,0.063746544,0.021867697,0.029431534,-0.025805461,0.003366574,0.042617965,0.039320459,0.0389044,0.043026345,0.034531075,-0.006055461,0.021947824,0.058399215,0.052722542,0.05083565,0.055093012,0.046173575,0.034900931,0.471333956,0.079,0.0937,0.1021,0.0889,-0.010275461,0.01821061,-0.040952707,-0.021354775,0.004932927,-0.002364162,-0.030064641,-0.03817174,2.77,5.54,25614
19902,0.1162837,0.002630389,0.0607448,0.055539,0.1691606,0.004278461,0.019325,358.02,11.66,21.26,0.087486027,0.032568013,0.034300171,0.059382157,0.017556228,0.031730044,0.068161027,0.049360517,0.044257476,0.046295729,0.03890246,0.046539111,0.031758624,0.087486027,0.066698017,0.058832476,0.058666562,0.05014621,0.058299527,0.043087624,0.033961627,0.442949432,0.0773,0.0926,0.1022,0.0864,-0.00047416,0.01010887,0.043932319,0.040667806,0.00367907,-0.002534271,0.0632975,0.053963407,3.2,6.07,25688
19903,0.1160409,0.002387589,0.0611291,0.0549118,0.169188,0.004305861,0.0184,306.05,11.83,21.74,-0.112116642,0.038653815,0.033042847,0.071034145,0.028556155,0.041409244,-0.130516642,0.034229181,0.03978632,0.042075675,0.035585466,0.045712108,0.032313286,-0.112116642,0.050216681,0.053089445,0.053475675,0.046268278,0.057197524,0.043315286,0.0338738,0.520289666,0.0736,0.0956,0.1064,0.0914,0.001377657,0.0200154,-0.020318616,-0.01037345,0.009111045,-0.003259189,-0.139165783,-0.146838785,3,5.33,25608
19904,0.1161963,0.002542989,0.0619294,0.0542669,0.1698246,0.004942461,0.01685,330.22,12.09,21.34,0.118477373,0.036611956,0.039503349,0.064623584,0.022451302,0.040221599,0.101627373,0.083115725,0.061944723,0.056206995,0.047434019,0.052567267,0.034516797,0.118477373,0.097765725,0.073857223,0.066688245,0.057688707,0.063816225,0.045207297,0.032934468,0.48449686,0.0674,0.0905,0.1043,0.0844,-0.001841458,0.01283019,0.082434252,0.059478873,0.00772729,-0.002338233,0.090418474,0.079708098,3.12,4.4,25314
19911,0.116008,0.002354689,0.0623503,0.0536577,0.1699349,0.005052761,0.014775,375.22,12.11,20.94,0.172945309,0.032274399,0.036672521,0.05580726,0.008356657,0.034005162,0.158170309,0.081869355,0.057297401,0.050750342,0.041522927,0.051963691,0.035798267,0.172945309,0.094850605,0.068109901,0.060464925,0.05159949,0.063022025,0.046197767,0.031832725,0.4571256,0.0591,0.0893,0.1009,0.0844,0.003250651,0.00447094,0.019899948,0.03837614,0.006999948,-0.002470106,0.147057777,0.138175932,2.79,5.14,25291
19912,0.1146288,0.000975489,0.0621121,0.0525167,0.1686108,0.003728661,0.013925,371.16,12.15,19.41,0.021560684,0.032735209,0.032381003,0.052295506,0.010685985,0.035901536,0.007635684,0.039154436,0.044763334,0.03541644,0.038174962,0.046606347,0.033368684,0.021560684,0.050966936,0.054650834,0.04462894,0.0482234,0.057584472,0.043519684,0.031313622,0.458243743,0.0557,0.0901,0.0996,0.086,0.014070799,0.00890208,0.0076118,0.015921863,0.004837875,-0.002382857,-0.002116097,-0.010368239,3.24,4.54,25384
19913,0.1135233,-0.000130011,0.0619971,0.0515263,0.1675274,0.002645261,0.01305,387.86,12.28,17.82,0.078079534,0.031660909,0.033085462,0.045944413,0.010164271,0.034157641,0.065029534,0.045343459,0.045998922,0.036037561,0.044009118,0.053654292,0.035848461,0.078079534,0.055962209,0.055105172,0.044952144,0.054041931,0.06456575,0.045765961,0.030822153,0.441531837,0.0522,0.0861,0.0951,0.079,0.022991536,0.00735294,0.082055884,0.072969516,0.003617697,-0.001770907,0.053455337,0.045291578,3.13,3.74,25386
19914,0.1114867,-0.002166611,0.0611728,0.050314,0.165262,0.000379861,0.010175,417.09,12.2,15.97,0.106816893,0.029250282,0.031454649,0.038289098,-0.003669133,0.025259479,0.096641893,0.04077372,0.04275263,0.035540117,0.045228079,0.05407589,0.035082081,0.106816893,0.04994872,0.051149505,0.044329701,0.055270267,0.064959223,0.044785581,0.030481191,0.420344417,0.0407,0.0831,0.0926,0.073,0.031565402,0.00875912,0.072537013,0.059197207,0.005224186,-0.001253216,0.08367749,0.075244956,3.04,2.55,25516
19921,0.1087307,-0.004922611,0.0599805,0.0487502,0.1618678,-0.003014339,0.0101,403.69,12.32,16.19,-0.002589369,0.030518467,0.029537989,0.040105031,-0.001244491,0.024112438,-0.012689369,0.032725448,0.035190835,0.028074118,0.043230535,0.051211247,0.033675882,-0.002589369,0.041369198,0.043272085,0.037182452,0.05343991,0.062208122,0.043239382,0.030180908,0.402106034,0.0404,0.0835,0.0925,0.0797,0.041656305,0.0065123,-0.036607067,-0.015108658,0.002255451,-0.001250872,-0.025077697,-0.032043147,2.91,5.36,25987
19922,0.1069259,-0.006727411,0.0591292,0.0477967,0.1598863,-0.004995839,0.00915,408.14,12.32,17.05,0.041541777,0.030185721,0.030518467,0.041774881,-0.001730133,0.021259866,0.032391777,0.050372233,0.033547443,0.037848471,0.047679928,0.05752593,0.033722752,0.041541777,0.058334733,0.041459943,0.047308888,0.058033053,0.06862593,0.043166752,0.031217602,0.392042354,0.0366,0.0822,0.0905,0.0765,0.042985354,0.00718907,0.046457658,0.043062474,0.003104004,-0.001273507,0.018067728,0.010232461,3.24,5.4,26171
19923,0.1055446,-0.008108711,0.0584564,0.0470883,0.1584842,-0.006397939,0.007275,417.8,12.39,18.04,0.054025579,0.029655337,0.03035723,0.043178554,0.003905421,0.02493228,0.046750579,0.046654385,0.031384612,0.043564338,0.048675001,0.057474329,0.035060915,0.054025579,0.054248135,0.039447112,0.053401838,0.059251564,0.068711829,0.044431415,0.031655974,0.397656972,0.0291,0.0792,0.0862,0.071,0.041182302,0.00713776,0.066131843,0.050373964,0.002139251,-0.001076155,0.031026089,0.023338852,3.2,4.73,26189
19924,0.1048055,-0.008847811,0.0580905,0.046715,0.1579076,-0.006974539,0.00805,435.71,12.38,19.09,0.072498803,0.028413394,0.029631403,0.043813546,0.008219319,0.027398322,0.064448803,0.044731541,0.032923316,0.046712866,0.047878539,0.051346364,0.033805657,0.072498803,0.052350291,0.041520191,0.057044116,0.058795726,0.062760947,0.043167657,0.032395171,0.394109614,0.0322,0.0798,0.0881,0.0726,0.038733124,0.00850461,0.005317233,0.013791546,0.001923788,-0.001111524,0.052650579,0.04520142,3.03,3.6,26188
19931,0.104251,-0.009402311,0.0576988,0.0465523,0.1568215,-0.008060639,0.007375,451.67,12.48,19.84,0.065272773,0.027630792,0.028642905,0.043925875,0.007752801,0.029772472,0.057897773,0.037656222,0.025748453,0.046732231,0.049296836,0.05756202,0.032904624,0.065272773,0.045174972,0.035089078,0.057463481,0.060478086,0.069098479,0.042254124,0.032352176,0.333613526,0.0295,0.0758,0.0815,0.0702,0.037013462,0.00702741,0.066626422,0.0538681,0.002500441,-0.001669026,0.042551756,0.035269227,3.01,6.11,26257
19932,0.1037388,-0.009914511,0.0571622,0.0465766,0.1562288,-0.008653339,0.007675,450.53,12.52,19.33,0.025195386,0.027789492,0.027719353,0.042905023,0.013462976,0.029008184,0.017520386,0.016722653,0.03158659,0.046782492,0.047527853,0.057181561,0.032565403,0.025195386,0.024585153,0.041795965,0.057932492,0.059051291,0.068873228,0.041938403,0.032970912,0.325931248,0.0307,0.0733,0.0807,0.0668,0.041047893,0.00697837,0.057369669,0.036721665,0.002395918,-0.00174797,0.004565955,-0.002721488,3.28,4.89,26224
19933,0.1042758,-0.009377511,0.057122,0.0471538,0.1570317,-0.007850439,0.007375,458.93,12.52,20.41,0.0464342,0.027280849,0.027789492,0.044473013,0.017962639,0.03306422,0.0390592,0.016114838,0.042019315,0.04934854,0.057481977,0.059304963,0.0326992,0.0464342,0.024646088,0.05297869,0.060919373,0.06929604,0.071152879,0.0421132,0.033072689,0.322351822,0.0295,0.0666,0.0734,0.0627,0.04174737,0.00485101,0.063860605,0.043454644,0.001361204,-0.001153731,0.024836405,0.017731275,3.2,5.81,26150
19934,0.1039468,-0.009706511,0.0562717,0.0476751,0.1568134,-0.008068739,0.00765,466.45,12.58,21.89,0.043797529,0.026969664,0.027411588,0.046928931,0.019438647,0.03179779,0.036147529,0.021115092,0.047703528,0.048927538,0.059737519,0.054963257,0.032803236,0.043797529,0.030690092,0.059391028,0.060944205,0.071864082,0.066991382,0.042295236,0.034182489,0.305267223,0.0306,0.0693,0.0769,0.0654,0.045748758,0.00896552,-0.014581737,-0.007188312,0.001160219,-0.001012497,0.023839696,0.016962029,3.09,5.08,26238
19941,0.104108,-0.009545311,0.0556835,0.0484245,0.1572401,-0.007642039,0.00875,445.77,12.71,22.71,-0.017086504,0.028512462,0.027248365,0.050945555,0.02872889,0.037414722,-0.025836504,0.013840685,0.051270235,0.053177041,0.059221454,0.059517026,0.031822405,-0.017086504,0.025003185,0.063607735,0.065579124,0.071676141,0.071768068,0.041400905,0.034210124,0.307483805,0.035,0.0748,0.0813,0.0725,0.041917455,0.00546822,-0.059148468,-0.046933873,0.002341705,-0.001099839,-0.038328891,-0.044897293,3.14,6.93,26351
19942,0.1046958,-0.008957511,0.0553712,0.0493246,0.1578696,-0.007012539,0.01035,444.27,12.84,25.2,0.025439128,0.028901344,0.028804092,0.056722263,0.027943618,0.03516457,0.015089128,0.046450527,0.061812412,0.057796253,0.069515174,0.061307912,0.033511735,0.025439128,0.059006777,0.074606162,0.070540003,0.082208924,0.073787079,0.043155735,0.034578425,0.308417077,0.0414,0.0797,0.0865,0.0774,0.034012389,0.00543848,-0.03284623,-0.023811557,0.002921279,-0.000965722,0.003846638,-0.003588457,3.41,7.38,26552
19943,0.1060344,-0.007618911,0.055595,0.0504394,0.1593985,-0.005483639,0.01155,462.71,12.93,27.33,0.070610215,0.027944069,0.029103923,0.059065073,0.030813973,0.04047902,0.059060215,0.067923792,0.065965391,0.071271023,0.070519188,0.059327994,0.034574384,0.070610215,0.081311292,0.079056016,0.084179357,0.083344188,0.071968619,0.044253884,0.034892088,0.290904659,0.0462,0.0834,0.0898,0.08,0.029014304,0.00946586,-0.006618717,0.000470048,0.001689524,-0.000839298,0.049662176,0.042473728,3.29,7.94,26624
19944,0.1072086,-0.006444711,0.0559033,0.0513053,0.1602768,-0.004605339,0.014,459.27,13.18,30.6,0.021049902,0.028697716,0.028484364,0.066627474,0.031625563,0.037297887,0.007049902,0.074291964,0.062833761,0.072611662,0.060557888,0.056192023,0.033541738,0.021049902,0.088091964,0.076071261,0.085588745,0.073381325,0.068976398,0.043237238,0.036079627,0.2915683,0.056,0.0846,0.091,0.0799,0.016594757,0.00535834,0.020249244,0.012440619,0.002699731,-0.000576007,0.000290023,-0.007029142,3.34,8.35,26912
19951,0.1090042,-0.004649111,0.0564631,0.0525411,0.1621671,-0.002715039,0.014325,500.71,13.18,32.55,0.118927864,0.026322622,0.028697716,0.065007689,0.023557123,0.033562676,0.104602864,0.088699785,0.072845219,0.074348376,0.073468804,0.052397848,0.03469968,0.118927864,0.102212285,0.085867094,0.087233793,0.086103179,0.065199931,0.04434568,0.037140816,0.313876542,0.0573,0.0812,0.087,0.0755,0.014396863,0.00732845,0.06640024,0.065264619,0.00124614,-0.000566771,0.097525245,0.090412667,3.14,8.88,27096
19952,0.1110078,-0.002645511,0.0569591,0.0540487,0.1644212,-0.000460939,0.013675,544.75,13.37,34.43,0.114657187,0.024543369,0.026702083,0.063203304,0.026951542,0.0391337,0.100982187,0.077174298,0.063469116,0.07720339,0.069979046,0.043035119,0.033083279,0.114657187,0.090205548,0.076306616,0.089942973,0.082411859,0.055700744,0.042637279,0.036950765,0.286429618,0.0547,0.073,0.079,0.067,0.008266052,0.00793651,0.112486668,0.090249714,0.001965174,-0.000267726,0.096229074,0.089035006,3.6,9.26,27081
19953,0.1120915,-0.001561811,0.0567395,0.055352,0.1656436,0.000761461,0.0132,584.41,13.58,35.18,0.097732905,0.023237111,0.024928866,0.060197464,0.024755416,0.037892417,0.084532905,0.06400699,0.072944639,0.071384321,0.067947786,0.041328832,0.030512011,0.097732905,0.07680074,0.085613389,0.084021821,0.080239974,0.053788207,0.039942511,0.036762687,0.272494998,0.0528,0.0732,0.0793,0.0663,0.006375549,0.00459318,0.024015582,0.026553443,0.001361425,-0.000140216,0.08067723,0.07418093,3.5,8.69,27235
19954,0.112476,-0.001177311,0.0564064,0.0560696,0.1660864,0.001204261,0.01285,615.93,13.79,33.96,0.077531185,0.022388908,0.023596448,0.055136136,0.025268279,0.038874994,0.064681185,0.051375558,0.071771511,0.055979862,0.058593122,0.031823483,0.027159849,0.077531185,0.064050558,0.084337136,0.068477779,0.070791559,0.044007858,0.036389349,0.03706799,0.255026383,0.0514,0.0682,0.0749,0.0603,0.015641026,0.00522534,0.083728932,0.066931468,0.001854538,-0.000146604,0.058791855,0.052504751,3.55,7.13,27308
