yyyyq,dsr,dsr_demean,mdsr,cdsr,f,f_demean,Rfree,Index,D12,E12,SP500,dp,dy,ep,cay_ll,cay_goyal,ERP,ERP4,ERP8,ERP12,ERP16,ERP24,ERP50,sp1,sp4,sp8,sp12,sp16,sp24,sp50,ik,b/m,tbl,AAA,BAA,lty,ntis,infl,ltr,corpr,svar,csp,CRSP_SPvw,CRSP_SPvwx,D3,E3,y
18711,NaN,NaN,NaN,NaN,NaN,NaN,0.013774839,4.61,0.26,0.4,NaN,0.056399132,NaN,0.086767896,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18712,NaN,NaN,NaN,NaN,NaN,NaN,0.011736349,4.82,0.26,0.4,0.101952278,0.053941909,0.056399132,0.082987552,NaN,NaN,0.090215929,0.063117741,0.05316,0.045605138,0.047523736,0.037424262,0.053262986,0.101952278,0.078338645,0.070212164,0.063675149,0.063972553,0.051882248,0.06568814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18713,NaN,NaN,NaN,NaN,NaN,NaN,0.011543748,4.84,0.26,0.4,0.058091286,0.053719008,0.053941909,0.082644628,NaN,NaN,0.046547538,0.055145547,0.044106811,0.038158112,0.042710554,0.030764281,0.051732476,0.058091286,0.07120375,0.06199357,0.056236208,0.059030274,0.045071145,0.064155423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18714,NaN,NaN,NaN,NaN,NaN,NaN,0.02057272,4.74,0.26,0.4,0.033057851,0.054852321,0.053719008,0.084388186,NaN,NaN,0.012485131,0.044699591,0.034174092,0.040964223,0.043421915,0.039483337,0.051679814,0.033057851,0.062041552,0.053050432,0.059055955,0.059651852,0.053761786,0.064061013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18721,NaN,NaN,NaN,NaN,NaN,NaN,0.017030798,5.04,0.27,0.408,0.120253165,0.053571429,0.056962025,0.080952381,NaN,NaN,0.103222367,0.056903965,0.033326632,0.04499741,0.046107405,0.040993018,0.04925992,0.120253165,0.074989211,0.053275499,0.062358403,0.061876354,0.054956392,0.061437592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18722,NaN,NaN,NaN,NaN,NaN,NaN,0.015085547,5.13,0.28,0.415,0.073412698,0.054580897,0.055555556,0.080896686,NaN,NaN,0.058327151,0.043202259,0.036848837,0.042325734,0.045223698,0.038517808,0.048962023,0.073412698,0.062085683,0.056343401,0.059183855,0.060653437,0.052227894,0.061028044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18723,NaN,NaN,NaN,NaN,NaN,NaN,0.016678779,4.95,0.29,0.423,0.021442495,0.058585859,0.056530214,0.085454545,NaN,NaN,0.004763716,0.033068075,0.029664395,0.038565556,0.040107627,0.040276121,0.047846616,0.021442495,0.052783389,0.048752437,0.054972448,0.055233658,0.053734361,0.059821228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18724,NaN,NaN,NaN,NaN,NaN,NaN,0.023545857,5.07,0.3,0.43,0.084848485,0.059171598,0.060606061,0.084812623,NaN,NaN,0.061302628,0.023648593,0.039096539,0.042996023,0.036906389,0.043332548,0.049105659,0.084848485,0.044059311,0.057563157,0.058855285,0.051483863,0.05642108,0.060926941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18731,NaN,NaN,NaN,NaN,NaN,NaN,0.020223512,5.11,0.308,0.438,0.068639053,0.060273973,0.060749507,0.085714286,NaN,NaN,0.048415541,0.009749299,0.039044132,0.042508552,0.035575764,0.041644077,0.048626176,0.068639053,0.031561787,0.056042999,0.057505401,0.04939899,0.05418781,0.060120382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18732,NaN,NaN,NaN,NaN,NaN,NaN,0.018413108,4.98,0.315,0.445,0.036203523,0.063253012,0.061643836,0.08935743,NaN,NaN,0.017790415,0.030495414,0.041887471,0.045897511,0.029556392,0.043915213,0.050345925,0.036203523,0.050601119,0.057732941,0.060176022,0.04271729,0.055977608,0.061575508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18733,NaN,NaN,NaN,NaN,NaN,NaN,0.019460396,4.59,0.323,0.453,-0.013453815,0.07037037,0.064859438,0.09869281,NaN,NaN,-0.032914211,0.026260715,0.041314296,0.042454145,0.024093016,0.048491411,0.053218379,-0.013453815,0.044721486,0.056066978,0.056050414,0.036609932,0.06017689,0.064249287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18734,NaN,NaN,NaN,NaN,NaN,NaN,0.029152938,4.42,0.33,0.46,0.034858388,0.074660633,0.071895425,0.104072398,NaN,NaN,0.00570545,0.054544484,0.052669739,0.041325655,0.04213796,0.054226095,0.054585187,0.034858388,0.071067002,0.066253271,0.053958714,0.054117462,0.065524924,0.065383748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18741,NaN,NaN,NaN,NaN,NaN,NaN,0.013396377,4.73,0.33,0.46,0.14479638,0.069767442,0.074660633,0.097251586,NaN,NaN,0.131400003,0.068338965,0.058888178,0.044184585,0.044826211,0.062360879,0.055430567,0.14479638,0.080524211,0.070477208,0.055344725,0.055796838,0.072958747,0.065804114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18742,NaN,NaN,NaN,NaN,NaN,NaN,0.011833371,4.46,0.33,0.46,0.012684989,0.073991031,0.069767442,0.103139013,NaN,NaN,0.000851618,0.053279528,0.053598559,0.029243385,0.039352294,0.061471277,0.05445101,0.012684989,0.064864764,0.064963473,0.040089347,0.050170141,0.071964521,0.064755805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18743,NaN,NaN,NaN,NaN,NaN,NaN,0.011707386,4.54,0.33,0.46,0.091928251,0.072687225,0.073991031,0.101321586,NaN,NaN,0.080220865,0.056367878,0.05055086,0.02337045,0.045581984,0.058810298,0.055460612,0.091928251,0.067412471,0.061714878,0.033906081,0.056225323,0.069234722,0.065772523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18744,NaN,NaN,NaN,NaN,NaN,NaN,0.01180385,4.54,0.33,0.46,0.072687225,0.072687225,0.072687225,0.101321586,NaN,NaN,0.060883375,0.050794993,0.03471624,0.038002452,0.045450552,0.060583225,0.054561233,0.072687225,0.06143954,0.04540457,0.048467616,0.055850042,0.070928039,0.064848851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18751,NaN,NaN,NaN,NaN,NaN,NaN,0.010996337,4.59,0.323,0.435,0.08215859,0.07037037,0.071145374,0.094771242,NaN,NaN,0.071162253,0.049437391,0.032107396,0.036988627,0.04294405,0.064981707,0.054173383,0.08215859,0.060430206,0.042754981,0.04755438,0.053260215,0.075299662,0.064435671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18752,NaN,NaN,NaN,NaN,NaN,NaN,0.0096708,4.38,0.315,0.41,0.022875817,0.071917808,0.068627451,0.093607306,NaN,NaN,0.013205017,0.05391759,0.017225314,0.034709882,0.044929083,0.066379289,0.052110209,0.022875817,0.065062183,0.027701638,0.045271933,0.055099941,0.076692312,0.062419027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18753,NaN,NaN,NaN,NaN,NaN,NaN,0.010107203,4.37,0.308,0.385,0.06803653,0.070480549,0.070319635,0.088100686,NaN,NaN,0.057929327,0.044733842,0.006871736,0.041986686,0.052079968,0.069688392,0.052120107,0.06803653,0.056017286,0.017152886,0.052496274,0.062231846,0.079945883,0.062481956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18754,NaN,NaN,NaN,NaN,NaN,NaN,0.013196917,4.37,0.3,0.36,0.068649886,0.068649886,0.068649886,0.082379863,NaN,NaN,0.055452969,0.018637487,0.031606181,0.043669072,0.055004273,0.066710657,0.050960246,0.068649886,0.0293696,0.041981653,0.053986876,0.06516075,0.07695272,0.061329954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18761,NaN,NaN,NaN,NaN,NaN,NaN,0.011603452,4.51,0.3,0.34,0.100686499,0.066518847,0.068649886,0.075388027,NaN,NaN,0.089083047,0.0147774,0.030764245,0.040779603,0.064097229,0.064399326,0.050328248,0.100686499,0.025079757,0.041116467,0.050870219,0.074199516,0.074625641,0.060626248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18762,NaN,NaN,NaN,NaN,NaN,NaN,0.010226203,4.15,0.3,0.32,-0.013303769,0.072289157,0.066518847,0.077108434,NaN,NaN,-0.023529972,-0.019466962,0.025106028,0.041932914,0.065407636,0.060844973,0.050780631,-0.013303769,-0.009658907,0.035376809,0.051779194,0.075465045,0.071054331,0.061027688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18763,NaN,NaN,NaN,NaN,NaN,NaN,0.007901879,3.69,0.3,0.3,-0.038554217,0.081300813,0.072289157,0.081300813,NaN,NaN,-0.046456096,-0.03099037,0.040613107,0.054528677,0.062940017,0.062993549,0.051017081,-0.038554217,-0.021711513,0.050735767,0.064303366,0.072994644,0.073194583,0.061256588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18764,NaN,NaN,NaN,NaN,NaN,NaN,0.011477895,3.58,0.3,0.28,0.051490515,0.083798883,0.081300813,0.078212291,NaN,NaN,0.04001262,0.044574875,0.056184865,0.067126535,0.073516717,0.070905496,0.052851519,0.051490515,0.054593707,0.066295514,0.077091134,0.083689773,0.081256408,0.063109385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18771,NaN,NaN,NaN,NaN,NaN,NaN,0.009626243,3.17,0.273,0.285,-0.038268156,0.086119874,0.076256983,0.089905363,NaN,NaN,-0.047894399,0.046751089,0.053780705,0.080537172,0.081418863,0.06816228,0.05361013,-0.038268156,0.057153177,0.063765449,0.090572769,0.091572002,0.078576782,0.063794411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18772,NaN,NaN,NaN,NaN,NaN,NaN,0.008109411,2.73,0.245,0.29,-0.061514196,0.08974359,0.077287066,0.106227106,NaN,NaN,-0.069623607,0.069679019,0.072632853,0.093699168,0.090956276,0.071333698,0.055527424,-0.061514196,0.080412524,0.082498244,0.103839696,0.101187649,0.081833674,0.06571689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18773,NaN,NaN,NaN,NaN,NaN,NaN,0.010861781,3.24,0.218,0.295,0.266666667,0.067283951,0.07985348,0.091049383,NaN,NaN,0.255804886,0.112216585,0.097288201,0.094250147,0.10109672,0.07662894,0.056819493,0.266666667,0.123183048,0.107310806,0.104563363,0.111342382,0.087259084,0.067092629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18774,NaN,NaN,NaN,NaN,NaN,NaN,0.013010917,3.25,0.19,0.3,0.061728395,0.058461538,0.058641975,0.092307692,NaN,NaN,0.048717478,0.067794855,0.078402366,0.083163998,0.084262895,0.06578274,0.052166971,0.061728395,0.07799732,0.088339847,0.093388461,0.094438253,0.076420024,0.062435987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18781,NaN,NaN,NaN,NaN,NaN,NaN,0.010951913,3.24,0.188,0.303,0.054769231,0.058024691,0.057846154,0.093518519,NaN,NaN,0.043817318,0.06081032,0.097430214,0.092974787,0.081216866,0.064323279,0.052959717,0.054769231,0.070377721,0.107282565,0.103044943,0.091380229,0.074902859,0.063171116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18782,NaN,NaN,NaN,NaN,NaN,NaN,0.009041241,3.41,0.185,0.305,0.109567901,0.054252199,0.057098765,0.089442815,NaN,NaN,0.10052666,0.075586687,0.105709243,0.098048695,0.078714445,0.064327325,0.051719333,0.109567901,0.084583964,0.115553281,0.10811269,0.088893092,0.074844591,0.061932362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18783,NaN,NaN,NaN,NaN,NaN,NaN,0.00780579,3.52,0.183,0.308,0.085923754,0.051988636,0.053665689,0.0875,NaN,NaN,0.078117964,0.082359816,0.085266927,0.097390099,0.074183769,0.055617482,0.047555241,0.085923754,0.091438564,0.09525352,0.107395493,0.084423991,0.066191211,0.057861305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18784,NaN,NaN,NaN,NaN,NaN,NaN,0.010470663,3.45,0.18,0.31,0.03125,0.052173913,0.051136364,0.089855072,NaN,NaN,0.020779337,0.089009877,0.09084857,0.089752241,0.078265812,0.056042881,0.047646372,0.03125,0.098682374,0.101084032,0.099918564,0.088736855,0.066768379,0.058012395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18791,NaN,NaN,NaN,NaN,NaN,NaN,0.008671417,3.65,0.185,0.328,0.111594203,0.050684932,0.053623188,0.089863014,NaN,NaN,0.102922786,0.134050108,0.109057021,0.088019048,0.075353067,0.055283609,0.048097566,0.111594203,0.144187409,0.119378554,0.098381064,0.085982448,0.066010958,0.058468476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18792,NaN,NaN,NaN,NaN,NaN,NaN,0.009367125,3.96,0.19,0.345,0.136986301,0.047979798,0.052054795,0.087121212,NaN,NaN,0.127619176,0.1358318,0.109279699,0.079757031,0.07068412,0.053816653,0.048694075,0.136986301,0.146522598,0.119877053,0.090329468,0.081501389,0.064558204,0.05912319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18793,NaN,NaN,NaN,NaN,NaN,NaN,0.010180783,4.22,0.195,0.363,0.11489899,0.046208531,0.049242424,0.086018957,NaN,NaN,0.104718207,0.088174039,0.10490524,0.071458421,0.066299309,0.050054542,0.047060354,0.11489899,0.099068476,0.115373958,0.082085799,0.077233223,0.060705465,0.057509168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18794,NaN,NaN,NaN,NaN,NaN,NaN,0.012329881,4.92,0.2,0.38,0.213270142,0.040650407,0.047393365,0.077235772,NaN,NaN,0.200940261,0.092687263,0.090123424,0.074684457,0.059472927,0.051291407,0.046273087,0.213270142,0.103485691,0.10053666,0.085421682,0.070460112,0.06180948,0.056671447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18801,NaN,NaN,NaN,NaN,NaN,NaN,0.010885405,5.3,0.215,0.408,0.120934959,0.040566038,0.043699187,0.076981132,NaN,NaN,0.110049554,0.084063935,0.065003519,0.055787387,0.047769812,0.049644443,0.042815406,0.120934959,0.094569699,0.075477892,0.066580794,0.058713006,0.060002077,0.053087047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18802,NaN,NaN,NaN,NaN,NaN,NaN,0.010181677,4.79,0.23,0.435,-0.052830189,0.048016701,0.043396226,0.090814196,NaN,NaN,-0.063011866,0.082727598,0.051719646,0.048968227,0.043636365,0.046535136,0.041088442,-0.052830189,0.093231508,0.062232902,0.059827652,0.054490246,0.056766005,0.051300117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18803,NaN,NaN,NaN,NaN,NaN,NaN,0.009796746,5.18,0.245,0.463,0.13256785,0.047297297,0.051148225,0.089382239,NaN,NaN,0.122771104,0.121636441,0.063100611,0.059007732,0.040792759,0.051159566,0.04312215,0.13256785,0.131679439,0.073594461,0.069954806,0.051660057,0.061295458,0.053342122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18804,NaN,NaN,NaN,NaN,NaN,NaN,0.011159231,5.84,0.26,0.49,0.177606178,0.044520548,0.05019305,0.08390411,NaN,NaN,0.166446947,0.087559584,0.065683054,0.048401482,0.038640036,0.049478358,0.040595049,0.177606178,0.097587629,0.076389677,0.059451586,0.049610553,0.059621004,0.050846845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18811,NaN,NaN,NaN,NaN,NaN,NaN,0.010877984,6.24,0.275,0.478,0.115582192,0.044070513,0.047089041,0.076602564,NaN,NaN,0.104704208,0.045943103,0.041649114,0.035671772,0.028396903,0.044681891,0.035264744,0.115582192,0.056386085,0.052586341,0.046760775,0.03932716,0.054867449,0.045580974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18812,NaN,NaN,NaN,NaN,NaN,NaN,0.008338034,6.58,0.29,0.465,0.100961538,0.044072948,0.046474359,0.070668693,NaN,NaN,0.092623504,0.020711694,0.032088541,0.030605954,0.02608513,0.041788045,0.032786375,0.100961538,0.031234297,0.043125725,0.041576492,0.03689878,0.051957553,0.043304037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18813,NaN,NaN,NaN,NaN,NaN,NaN,0.009736931,6.25,0.305,0.453,-0.003799392,0.0488,0.046352584,0.07248,NaN,NaN,-0.013536323,0.004564782,0.027693378,0.013844865,0.022629192,0.039657519,0.032076626,-0.003799392,0.015509483,0.039092489,0.02498693,0.033371218,0.049918665,0.042612038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18814,NaN,NaN,NaN,NaN,NaN,NaN,0.012818977,6.01,0.32,0.44,0.0128,0.053244592,0.0512,0.073211314,NaN,NaN,-1.90E-05,0.043806523,0.02882243,0.02233352,0.031875399,0.038888348,0.033766021,0.0128,0.055191726,0.040383564,0.033618194,0.04244589,0.049298904,0.044229976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18821,NaN,NaN,NaN,NaN,NaN,NaN,0.011196471,5.78,0.32,0.438,0.014975042,0.055363322,0.053244592,0.075778547,NaN,NaN,0.003778571,0.037355124,0.030536106,0.02254817,0.041964905,0.039459968,0.033922059,0.014975042,0.048786597,0.041948121,0.033640852,0.052264169,0.049849834,0.044240051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18822,NaN,NaN,NaN,NaN,NaN,NaN,0.010026426,5.68,0.32,0.435,0.038062284,0.056338028,0.055363322,0.076584507,NaN,NaN,0.028035858,0.043465389,0.035553085,0.027876276,0.043942881,0.039299872,0.035388995,0.038062284,0.055017152,0.046747589,0.038786941,0.054032556,0.049660725,0.045599536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18823,NaN,NaN,NaN,NaN,NaN,NaN,0.011498936,6.24,0.32,0.433,0.154929577,0.051282051,0.056338028,0.069391026,NaN,NaN,0.143430641,0.050821974,0.018484906,0.028650662,0.045189043,0.039125589,0.03485933,0.154929577,0.062675494,0.029725653,0.03932513,0.055145956,0.049469153,0.044972219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18824,NaN,NaN,NaN,NaN,NaN,NaN,0.013004061,5.84,0.32,0.43,-0.012820513,0.054794521,0.051282051,0.073630137,NaN,NaN,-0.025824574,0.013838338,0.011597018,0.027898357,0.04137601,0.037803571,0.032297171,-0.012820513,0.025575402,0.022831429,0.038197278,0.051236667,0.048045358,0.042315488,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18831,NaN,NaN,NaN,NaN,NaN,NaN,0.011677629,5.75,0.323,0.423,0.03989726,0.056173913,0.055308219,0.073565217,NaN,NaN,0.028219631,0.023717088,0.015144693,0.043501498,0.04619828,0.038391784,0.036086068,0.03989726,0.035109644,0.02606798,0.05342336,0.056008004,0.048502098,0.04596092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18832,NaN,NaN,NaN,NaN,NaN,NaN,0.011233454,5.82,0.325,0.415,0.068695652,0.055841924,0.056521739,0.071305842,NaN,NaN,0.057462198,0.02764078,0.020081719,0.044102045,0.046637797,0.03910204,0.036729508,0.068695652,0.038478026,0.030671836,0.053704357,0.056373467,0.049093279,0.0465034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18833,NaN,NaN,NaN,NaN,NaN,NaN,0.011033115,5.53,0.328,0.408,0.00652921,0.059312839,0.056357388,0.073779385,NaN,NaN,-0.004503905,-0.013852162,0.017565007,0.043311399,0.045639589,0.039955414,0.034113714,0.00652921,-0.003224189,0.027649948,0.05263611,0.055331753,0.049803536,0.04384318,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18834,NaN,NaN,NaN,NaN,NaN,NaN,0.011626029,5.34,0.33,0.4,0.025316456,0.061797753,0.059674503,0.074906367,NaN,NaN,0.013690427,0.009355699,0.034928367,0.050555235,0.043921307,0.042141839,0.035121793,0.025316456,0.020087455,0.044508215,0.059790422,0.053756574,0.051942145,0.044860744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18841,NaN,NaN,NaN,NaN,NaN,NaN,0.009456385,5.3,0.325,0.378,0.053370787,0.061320755,0.060861423,0.071320755,NaN,NaN,0.043914402,0.006572299,0.053393703,0.053692011,0.0439219,0.041362232,0.035232747,0.053370787,0.017026315,0.062580217,0.062974123,0.05380069,0.051190323,0.044925191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18842,NaN,NaN,NaN,NaN,NaN,NaN,0.010396363,4.46,0.32,0.355,-0.098113208,0.071748879,0.060377358,0.079596413,NaN,NaN,-0.108509571,0.012522657,0.052332678,0.052970136,0.041173266,0.040498249,0.033475195,-0.098113208,0.022865646,0.061317523,0.062338615,0.051117293,0.050376314,0.043269813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18843,NaN,NaN,NaN,NaN,NaN,NaN,0.011448245,4.59,0.315,0.333,0.099775785,0.068627451,0.070627803,0.07254902,NaN,NaN,0.08832754,0.048982175,0.071893179,0.065470173,0.04944593,0.048700929,0.037354566,0.099775785,0.058524085,0.08056626,0.0748504,0.059340904,0.0585679,0.047177214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18844,NaN,NaN,NaN,NaN,NaN,NaN,0.010515071,4.34,0.31,0.31,0.013071895,0.071428571,0.067538126,0.071428571,NaN,NaN,0.002556824,0.060501035,0.071155003,0.055443176,0.050906847,0.044262205,0.036178149,0.013071895,0.068928976,0.079641906,0.064979614,0.060652322,0.05411189,0.045892599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18851,NaN,NaN,NaN,NaN,NaN,NaN,0.009012275,4.38,0.293,0.3,0.076728111,0.066894977,0.067511521,0.068493151,NaN,NaN,0.067715836,0.100215108,0.077251867,0.056371767,0.050015329,0.039669089,0.037239309,0.076728111,0.10813412,0.085948028,0.066058815,0.059719158,0.049651188,0.046872211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003083579,NaN,NaN,NaN,NaN,NaN,NaN
18852,NaN,NaN,NaN,NaN,NaN,NaN,0.007192048,4.3,0.275,0.29,0.044520548,0.063953488,0.062785388,0.06744186,NaN,NaN,0.0373285,0.092142698,0.073193875,0.050723468,0.048612201,0.040292367,0.039909476,0.044520548,0.0997694,0.082075099,0.060534508,0.058304001,0.050349111,0.049506267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004700622,NaN,NaN,NaN,NaN,NaN,NaN
18853,NaN,NaN,NaN,NaN,NaN,NaN,0.00699237,4.65,0.258,0.28,0.141395349,0.055483871,0.06,0.060215054,NaN,NaN,0.134402979,0.094804184,0.073714172,0.049600516,0.051150618,0.040542805,0.038821372,0.141395349,0.102608435,0.083013558,0.059613177,0.06088033,0.05074634,0.048415053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.007118587,NaN,NaN,NaN,NaN,NaN,NaN
18854,NaN,NaN,NaN,NaN,NaN,NaN,0.008479357,5.2,0.24,0.27,0.169892473,0.046153846,0.051612903,0.051923077,NaN,NaN,0.161413116,0.08180897,0.052914247,0.047708785,0.045748575,0.040473858,0.036350043,0.169892473,0.090354836,0.063004933,0.057893438,0.05565911,0.050868613,0.045945041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008836114,NaN,NaN,NaN,NaN,NaN,NaN
